Issuer Name,ISIN,Bloomberg ID,Ticker,Cpn,Maturity,Maturity (Years from Today),Curr,Ask Price,Bid Price,Mid Price,Yld to Mty (Ask),Yld to Mty (Bid),Yld to Mty (Mid),Modified Duration (Ask),Modified Duration (Bid),Modified Duration (Mid),Days to Settle
Brazil Notas do Tesouro Nacional Serie F,BRSTNCNTF162,EJ5013655,BNTNF,10,1/1/2019,0.6954141,BRL,105.4459,105.4304,105.43815,6.228,6.2515,6.2397,0.624715892,0.624575259,0.624645628,1
Brazil Notas do Tesouro Nacional Serie F,BRSTNCNTF0N5,EI1383294,BNTNF,10,1/1/2021,2.696783025,BRL,108.1266,108.0712,108.0989,7.7791,7.8025,7.7908,2.196972813,2.196398583,2.196685679,1
Brazil Notas do Tesouro Nacional Serie F,BRSTNCNTF147,EJ0602940,BNTNF,10,1/1/2023,4.6954141,BRL,107.2248,107.1482,107.1865,8.8593,8.8799,8.8696,3.468093762,3.467066736,3.467580339,1
Brazil Notas do Tesouro Nacional Serie F,BRSTNCNTF170,EK0169285,BNTNF,10,1/1/2025,6.696783025,BRL,106.2646,106.1578,106.2112,9.3333,9.3555,9.3444,4.517925259,4.516046353,4.516986113,1
Brazil Notas do Tesouro Nacional Serie F,BRSTNCNTF1P8,JV5341526,BNTNF,10,1/1/2027,8.6954141,BRL,105.4036,105.277,105.3403,9.5971,9.6194,9.6082,5.381730795,5.378874398,5.38030317,1
